rally_uid,sex,match,numberGame,rally_id,strikeNumber,scoreSelf,scoreOther,serverGetPoint,gamePlayerId,gamePlayerOtherId,strikeId,handId,strengthId,spinId,pointId,actionId,positionId,prev_actionId,next_actionId,prev_pointId,next_pointId,prev_spinId,next_spinId,prev_positionId,next_positionId,prev_handId,next_handId,prev_strengthId,next_strengthId,prev_strikeId,next_strikeId,has_next,target_serverGetPoint,score_diff,score_total,lead_state,is_close_score,is_deuce_like,is_game_point_self,is_game_point_other,strike_parity,serve_receive_phase,stage_bucket,action_group,action_spin_combo,action_point_combo,hand_action_combo,action_bigram,spin_bigram,action_changed,point_changed,spin_changed,position_changed,hand_changed,prefix_attack_count,prefix_control_count,prefix_defense_count,prefix_serve_count,prefix_unique_action_count,same_action_run_len,same_action_run_bucket
98,1,2,3,6,6,4,1,1,4,3,4,2,1,3,0,13,0,1,,8,,1,,0,,1,,3,,4,,False,1,3,5,1,0,0,0,0,0,rally,5_8_mid,Defense,13|3,13|0,2|13,1->13,1->3,1,1,1,0,1,1,2,2,1,5,1,1
99,1,2,3,7,4,2,4,1,3,4,4,1,3,1,0,2,0,1,,8,,1,,0,,1,,3,,4,,False,1,-2,6,-1,0,0,0,0,0,rally,3_4_early,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,2,1,0,1,4,1,1
100,1,2,3,8,3,5,2,0,4,3,4,2,1,3,0,13,0,1,,6,,1,,3,,1,,2,,2,,False,0,3,7,1,0,0,0,0,1,rally,3_4_early,Defense,13|3,13|0,2|13,1->13,1->3,1,1,1,1,1,1,0,1,1,3,1,1
101,1,2,3,9,5,3,5,0,3,4,4,1,3,1,0,1,0,12,,8,,2,,0,,2,,1,,4,,False,0,-2,8,-1,0,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,2,0,2,1,4,1,1
102,1,2,3,10,6,6,3,1,4,3,4,2,1,2,0,12,0,1,,8,,1,,0,,1,,3,,4,,False,1,3,9,1,0,0,0,0,0,rally,5_8_mid,Defense,12|2,12|0,2|12,1->12,1->2,1,1,1,0,1,2,0,3,1,4,1,1
103,1,2,3,11,3,6,4,0,4,3,4,2,3,1,0,6,0,10,,9,,2,,1,,1,,1,,2,,False,0,2,10,1,0,0,0,0,1,rally,3_4_early,Attack,6|1,6|0,2|6,10->6,2->1,1,1,1,1,1,1,1,0,1,3,1,1
104,1,2,3,12,6,5,6,1,3,4,4,1,2,3,0,13,0,1,,7,,1,,0,,1,,3,,4,,False,1,-1,11,-1,1,0,0,0,0,rally,5_8_mid,Defense,13|3,13|0,1|13,1->13,1->3,1,1,1,0,0,2,1,2,1,4,1,1
105,1,2,3,13,5,5,7,0,3,4,4,2,3,3,0,13,0,1,,9,,1,,0,,1,,2,,4,,False,0,-2,12,-1,0,0,0,0,1,rally,5_8_mid,Defense,13|3,13|0,2|13,1->13,1->3,1,1,1,0,1,1,2,1,1,4,1,1
106,1,2,3,14,7,5,8,0,3,4,4,1,1,3,0,13,0,14,,9,,3,,0,,1,,1,,4,,False,0,-3,13,-1,0,0,0,0,1,rally,5_8_mid,Defense,13|3,13|0,1|13,14->13,3->3,1,1,0,0,0,2,1,3,1,6,1,1
107,1,2,3,15,3,9,5,0,4,3,4,1,0,0,0,13,0,1,,7,,1,,1,,1,,3,,2,,False,0,4,14,1,0,0,0,0,1,rally,3_4_early,Defense,13|0,13|0,1|13,1->13,1->0,1,1,1,1,0,1,0,1,1,3,1,1
108,1,2,3,16,4,6,9,1,3,4,4,1,1,3,0,13,0,6,,7,,1,,0,,2,,2,,4,,False,1,-3,15,-1,0,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,1|13,6->13,1->3,1,1,1,0,1,1,1,1,1,4,1,1
109,1,2,3,17,2,10,6,1,4,3,2,1,1,2,0,10,2,15,,7,,2,,1,,1,,2,,1,,False,1,4,16,1,0,0,1,0,0,receive,2_receive,Control,10|2,10|0,1|10,15->10,2->2,1,1,0,1,0,0,1,0,1,2,1,1
110,1,2,3,18,4,10,7,1,4,3,4,1,1,3,0,13,0,1,,8,,1,,0,,1,,2,,4,,False,1,3,17,1,0,0,1,0,0,rally,3_4_early,Defense,13|3,13|0,1|13,1->13,1->3,1,1,1,0,0,1,1,1,1,4,1,1
111,1,2,3,19,4,8,10,1,3,4,4,1,3,1,0,1,0,12,,7,,2,,0,,2,,1,,4,,False,1,-2,18,-1,0,0,0,1,0,rally,3_4_early,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,2,0,1,1,3,1,1
112,1,2,4,1,4,0,0,1,3,4,4,1,3,1,0,1,0,6,,9,,1,,0,,2,,2,,4,,False,1,0,0,0,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,6->1,1->1,1,1,0,0,1,2,1,0,1,4,1,1
113,1,2,4,2,6,0,1,1,3,4,4,2,1,3,0,13,0,2,,9,,1,,0,,1,,3,,4,,False,1,-1,1,-1,1,0,0,0,0,rally,5_8_mid,Defense,13|3,13|0,2|13,2->13,1->3,1,1,1,0,1,2,1,2,1,6,1,1
114,1,2,4,3,2,2,0,1,4,3,2,1,1,2,0,10,2,15,,3,,2,,1,,1,,1,,1,,False,1,2,2,1,0,0,0,0,0,receive,2_receive,Control,10|2,10|0,1|10,15->10,2->2,1,1,0,1,0,0,1,0,1,2,1,1
115,1,2,4,4,4,2,1,1,4,3,4,1,2,1,0,1,0,13,,7,,3,,0,,2,,2,,4,,False,1,1,3,1,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,13->1,3->1,1,1,1,0,1,2,0,1,1,3,1,1
117,1,2,4,6,3,2,3,0,4,3,4,2,3,1,0,6,0,10,,9,,2,,1,,1,,1,,2,,False,0,-1,5,-1,1,0,0,0,1,rally,3_4_early,Attack,6|1,6|0,2|6,10->6,2->1,1,1,1,1,1,1,1,0,1,3,1,1
118,1,2,4,7,3,4,2,0,3,4,4,1,3,1,0,1,0,10,,7,,3,,2,,1,,1,,2,,False,0,2,6,1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,10->1,3->1,1,1,1,1,0,1,1,0,1,3,1,1
119,1,2,4,8,6,3,4,1,4,3,4,1,3,1,0,2,0,1,,8,,1,,0,,1,,1,,4,,False,1,-1,7,-1,1,0,0,0,0,rally,5_8_mid,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,2,2,1,1,5,1,1
120,1,2,4,9,15,3,5,0,4,3,4,2,1,3,0,14,0,3,,8,,3,,0,,1,,3,,4,,False,0,-2,8,-1,0,0,0,0,1,rally,9plus_late,Defense,14|3,14|0,2|14,3->14,3->3,1,1,0,0,1,5,3,6,1,6,1,1
121,1,2,4,10,3,3,6,0,4,3,4,1,2,1,0,1,0,10,,7,,5,,1,,1,,1,,2,,False,0,-3,9,-1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,10->1,5->1,1,1,1,1,0,1,1,0,1,3,1,1
122,1,2,4,11,7,7,3,0,3,4,4,1,3,1,0,3,0,12,,8,,3,,0,,1,,1,,4,,False,0,4,10,1,0,0,0,0,1,rally,5_8_mid,Attack,3|1,3|0,1|3,12->3,3->1,1,1,1,0,0,4,0,2,1,5,1,1
123,1,2,4,12,7,7,4,0,3,4,4,1,2,3,0,13,0,13,,7,,3,,0,,1,,3,,4,,False,0,3,11,1,0,0,0,0,1,rally,5_8_mid,Defense,13|3,13|0,1|13,13->13,3->3,0,1,0,0,0,1,3,2,1,5,2,2
124,1,2,4,13,10,7,5,1,3,4,4,2,1,3,0,13,0,1,,8,,1,,0,,1,,3,,4,,False,1,2,12,1,0,0,0,0,0,rally,9plus_late,Defense,13|3,13|0,2|13,1->13,1->3,1,1,1,0,1,4,3,2,1,7,1,1
125,1,2,4,14,2,7,6,1,3,4,2,1,1,1,0,7,1,15,,4,,4,,3,,1,,1,,1,,False,1,1,13,1,1,0,0,0,0,receive,2_receive,Attack,7|1,7|0,1|7,15->7,4->1,1,1,1,1,0,1,0,0,1,2,1,1
126,1,2,4,15,5,7,7,0,3,4,4,1,3,1,0,1,0,12,,6,,3,,0,,2,,1,,4,,False,0,0,14,0,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,12->1,3->1,1,1,1,0,1,2,1,1,1,4,1,1
127,1,2,4,16,7,7,8,0,3,4,4,1,3,1,0,2,0,1,,8,,1,,0,,1,,1,,4,,False,0,-1,15,-1,1,0,0,0,1,rally,5_8_mid,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,3,2,1,1,5,1,1
128,1,2,4,17,13,9,7,0,4,3,4,2,1,2,0,12,0,1,,7,,1,,0,,1,,2,,4,,False,0,2,16,1,0,0,0,0,1,rally,9plus_late,Defense,12|2,12|0,2|12,1->12,1->2,1,1,1,0,1,3,5,4,1,6,1,1
129,1,2,4,18,2,8,9,1,3,4,2,1,3,1,0,1,1,15,,7,,4,,3,,1,,3,,1,,False,1,-1,17,-1,1,0,0,0,0,receive,2_receive,Attack,1|1,1|0,1|1,15->1,4->1,1,1,1,1,0,1,0,0,1,2,1,1
130,1,2,4,19,2,10,8,1,4,3,2,1,2,1,0,1,2,15,,7,,2,,1,,1,,3,,1,,False,1,2,18,1,0,0,1,0,0,receive,2_receive,Attack,1|1,1|0,1|1,15->1,2->1,1,1,1,1,0,1,0,0,1,2,1,1
131,1,2,4,20,11,9,10,0,3,4,4,1,3,1,0,1,0,12,,8,,2,,0,,2,,1,,4,,False,0,-1,19,-1,1,0,0,1,1,rally,9plus_late,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,5,0,5,1,3,1,1
132,2,3,1,1,16,0,0,1,2,5,4,2,2,2,0,12,0,1,,9,,1,,0,,1,,2,,4,,False,1,0,0,0,1,0,0,0,0,rally,9plus_late,Defense,12|2,12|0,2|12,1->12,1->2,1,1,1,0,1,4,4,7,1,6,1,1
133,2,3,1,2,4,0,1,1,2,5,4,1,3,3,0,3,0,10,,4,,2,,0,,2,,1,,4,,False,1,-1,1,-1,1,0,0,0,0,rally,3_4_early,Attack,3|3,3|0,1|3,10->3,2->3,1,1,1,0,1,1,1,1,1,4,1,1
134,2,3,1,3,2,2,0,1,5,2,2,2,2,3,0,1,1,15,,9,,4,,1,,2,,2,,1,,False,1,2,2,1,0,0,0,0,0,receive,2_receive,Attack,1|3,1|0,2|1,15->1,4->3,1,1,1,0,0,1,0,0,1,2,1,1
135,2,3,1,4,5,1,2,0,2,5,4,1,2,2,0,12,0,10,,8,,2,,0,,2,,2,,4,,False,0,-1,3,-1,1,0,0,0,1,rally,5_8_mid,Defense,12|2,12|0,1|12,10->12,2->2,1,1,0,0,1,1,2,1,1,5,1,1
136,2,3,1,5,10,1,3,1,2,5,4,1,0,0,0,13,0,3,,7,,2,,0,,1,,2,,4,,False,1,-2,4,-1,0,0,0,0,0,rally,9plus_late,Defense,13|0,13|0,1|13,3->13,2->0,1,1,1,0,0,2,4,3,1,6,1,1
137,2,3,1,6,5,4,1,0,5,2,4,0,0,0,0,0,0,3,,4,,3,,0,,1,,3,,4,,False,0,3,5,1,0,0,0,0,1,rally,5_8_mid,Zero,0|0,0|0,0|0,3->0,3->0,1,1,1,0,1,1,1,1,1,5,1,1
138,2,3,1,7,8,4,2,1,5,2,4,1,3,2,0,3,0,10,,5,,2,,0,,1,,1,,4,,False,1,2,6,1,0,0,0,0,0,rally,5_8_mid,Attack,3|2,3|0,1|3,10->3,2->2,1,1,0,0,0,2,3,2,1,6,1,1
139,2,3,1,8,2,4,3,1,5,2,2,2,0,0,0,1,1,15,,9,,4,,1,,2,,3,,1,,False,1,1,7,1,1,0,0,0,0,receive,2_receive,Attack,1|0,1|0,2|1,15->1,4->0,1,1,1,0,0,1,0,0,1,2,1,1
140,2,3,1,9,4,4,4,1,2,5,4,1,0,0,0,5,0,3,,8,,2,,0,,1,,3,,4,,False,1,0,8,0,1,0,0,0,0,rally,3_4_early,Attack,5|0,5|0,1|5,3->5,2->0,1,1,1,0,0,2,0,1,1,4,1,1
141,2,3,1,10,3,5,4,0,5,2,4,1,2,2,0,3,0,12,,8,,2,,1,,2,,2,,2,,False,0,1,9,1,1,0,0,0,1,rally,3_4_early,Attack,3|2,3|0,1|3,12->3,2->2,1,1,0,1,1,1,0,1,1,3,1,1
142,2,3,1,11,9,5,5,0,2,5,4,1,2,2,0,12,0,10,,4,,2,,0,,2,,2,,4,,False,0,0,10,0,1,0,0,0,1,rally,9plus_late,Defense,12|2,12|0,1|12,10->12,2->2,1,1,0,0,1,1,3,4,1,5,1,1
143,2,3,1,12,2,6,5,1,5,2,2,2,2,2,0,10,1,15,,6,,3,,1,,2,,1,,1,,False,1,1,11,1,1,0,0,0,0,receive,2_receive,Control,10|2,10|0,2|10,15->10,3->2,1,1,1,0,0,0,1,0,1,2,1,1
144,2,3,1,13,5,6,6,0,5,2,4,2,2,3,0,6,0,2,,8,,1,,0,,1,,2,,4,,False,0,0,12,0,1,0,0,0,1,rally,5_8_mid,Attack,6|3,6|0,2|6,2->6,1->3,1,1,1,0,1,3,0,1,1,5,1,1
145,2,3,1,14,3,6,7,0,5,2,4,2,2,1,0,1,0,12,,6,,2,,1,,2,,1,,2,,False,0,-1,13,-1,1,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,2|1,12->1,2->1,1,1,1,1,0,1,0,1,1,3,1,1
146,2,3,1,15,5,8,6,0,2,5,4,2,2,2,0,12,0,3,,9,,2,,0,,1,,3,,4,,False,0,2,14,1,0,0,0,0,1,rally,5_8_mid,Defense,12|2,12|0,2|12,3->12,2->2,1,1,0,0,1,1,2,1,1,4,1,1
147,2,3,1,16,2,7,8,1,5,2,2,2,0,0,0,1,0,15,,8,,4,,1,,2,,2,,1,,False,1,-1,15,-1,1,0,0,0,0,receive,2_receive,Attack,1|0,1|0,2|1,15->1,4->0,1,1,1,1,0,1,0,0,1,2,1,1
148,2,3,1,17,3,7,9,0,5,2,4,1,1,2,0,10,0,12,,5,,2,,1,,1,,2,,2,,False,0,-2,16,-1,0,0,0,0,1,rally,3_4_early,Control,10|2,10|0,1|10,12->10,2->2,1,1,0,1,0,0,1,1,1,3,1,1
149,2,3,1,18,15,7,10,0,5,2,4,1,2,2,0,3,0,12,,6,,2,,0,,2,,1,,4,,False,0,-3,17,-1,0,0,0,1,1,rally,9plus_late,Attack,3|2,3|0,1|3,12->3,2->2,1,1,0,0,1,2,6,6,1,5,1,1
150,2,3,2,1,3,0,0,0,2,5,4,1,2,3,0,3,0,7,,6,,3,,1,,1,,1,,2,,False,0,0,0,0,1,0,0,0,1,rally,3_4_early,Attack,3|3,3|0,1|3,7->3,3->3,1,1,0,1,0,2,0,0,1,3,1,1
151,2,3,2,2,8,1,0,1,5,2,4,1,2,2,0,3,0,12,,9,,2,,0,,2,,2,,4,,False,1,1,1,1,1,0,0,0,0,rally,5_8_mid,Attack,3|2,3|0,1|3,12->3,2->2,1,1,0,0,1,3,3,1,1,6,1,1
152,2,3,2,3,4,1,1,1,2,5,4,1,0,0,0,0,0,3,,4,,2,,0,,1,,2,,4,,False,1,0,2,0,1,0,0,0,0,rally,3_4_early,Zero,0|0,0|0,1|0,3->0,2->0,1,1,1,0,0,1,0,1,1,4,1,1
153,2,3,2,4,3,2,1,0,5,2,4,1,2,2,0,3,0,12,,8,,2,,2,,2,,1,,2,,False,0,1,3,1,1,0,0,0,1,rally,3_4_early,Attack,3|2,3|0,1|3,12->3,2->2,1,1,0,1,1,1,0,1,1,3,1,1
154,2,3,2,5,3,2,2,0,2,5,4,1,2,3,0,3,0,1,,8,,1,,1,,2,,2,,2,,False,0,0,4,0,1,0,0,0,1,rally,3_4_early,Attack,3|3,3|0,1|3,1->3,1->3,1,1,1,1,1,2,0,0,1,3,1,1
155,2,3,2,6,15,2,3,0,2,5,4,1,0,0,0,13,0,3,,7,,2,,0,,1,,3,,4,,False,0,-1,5,-1,1,0,0,0,1,rally,9plus_late,Defense,13|0,13|0,1|13,3->13,2->0,1,1,1,0,0,4,6,4,1,7,1,1
156,2,3,2,7,3,4,2,0,5,2,4,1,2,1,0,1,0,12,,4,,5,,2,,2,,1,,2,,False,0,2,6,1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,12->1,5->1,1,1,1,1,1,1,0,1,1,3,1,1
157,2,3,2,8,14,3,4,1,2,5,4,2,1,2,0,10,0,11,,6,,2,,0,,1,,1,,4,,False,1,-1,7,-1,1,0,0,0,0,rally,9plus_late,Control,10|2,10|0,2|10,11->10,2->2,1,1,0,0,1,1,9,3,1,5,1,1
158,2,3,2,9,6,5,3,1,5,2,4,1,2,2,0,3,0,10,,8,,2,,0,,1,,2,,4,,False,1,2,8,1,0,0,0,0,0,rally,5_8_mid,Attack,3|2,3|0,1|3,10->3,2->2,1,1,0,0,0,1,3,1,1,4,1,1
159,2,3,2,10,3,4,5,0,2,5,4,2,2,2,0,9,0,1,,6,,1,,1,,2,,1,,2,,False,0,-1,9,-1,1,0,0,0,1,rally,3_4_early,Control,9|2,9|0,2|9,1->9,1->2,1,1,1,1,0,1,1,0,1,3,1,1
160,2,3,2,11,3,6,4,0,5,2,4,1,3,2,0,3,0,12,,8,,2,,1,,2,,1,,2,,False,0,2,10,1,0,0,0,0,1,rally,3_4_early,Attack,3|2,3|0,1|3,12->3,2->2,1,1,0,1,1,1,0,1,1,3,1,1
161,2,3,2,12,14,5,6,1,2,5,4,1,2,2,0,10,0,10,,5,,2,,0,,2,,2,,4,,False,1,-1,11,-1,1,0,0,0,0,rally,9plus_late,Control,10|2,10|0,1|10,10->10,2->2,0,1,0,0,1,1,10,2,1,5,4,4plus
162,2,3,2,13,4,7,5,1,5,2,4,1,1,2,0,11,0,12,,2,,2,,0,,1,,1,,4,,False,1,2,12,1,0,0,0,0,0,rally,3_4_early,Control,11|2,11|0,1|11,12->11,2->2,1,1,0,0,0,1,1,1,1,4,1,1
163,2,3,2,14,32,7,6,1,5,2,4,2,2,1,0,1,0,10,,9,,2,,0,,2,,1,,4,,False,1,1,13,1,1,0,0,0,0,rally,9plus_late,Attack,1|1,1|0,2|1,10->1,2->1,1,1,1,0,0,5,21,5,1,5,1,1
164,2,3,2,15,4,7,7,1,2,5,4,2,1,2,0,10,0,11,,2,,2,,0,,1,,2,,4,,False,1,0,14,0,1,0,0,0,0,rally,3_4_early,Control,10|2,10|0,2|10,11->10,2->2,1,1,0,0,1,0,2,1,1,4,1,1
165,2,3,2,16,11,8,7,0,5,2,4,1,1,2,0,11,0,10,,8,,2,,0,,1,,2,,4,,False,0,1,15,1,1,0,0,0,1,rally,9plus_late,Control,11|2,11|0,1|11,10->11,2->2,1,1,0,0,0,1,7,2,1,5,1,1
166,2,3,2,17,5,8,8,0,2,5,4,2,3,2,0,12,0,3,,9,,2,,0,,1,,3,,4,,False,0,0,16,0,1,0,0,0,1,rally,5_8_mid,Defense,12|2,12|0,2|12,3->12,2->2,1,1,0,0,1,2,0,2,1,4,1,1
167,2,3,2,18,4,9,8,1,5,2,4,2,2,1,0,1,0,10,,9,,2,,0,,2,,2,,4,,False,1,1,17,1,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,2|1,10->1,2->1,1,1,1,0,0,1,2,0,1,3,1,1
168,2,3,2,19,7,9,9,0,5,2,4,0,0,0,0,0,0,14,,8,,3,,0,,1,,2,,4,,False,0,0,18,0,1,0,0,0,1,rally,5_8_mid,Zero,0|0,0|0,0|0,14->0,3->0,1,1,1,0,1,2,0,3,1,5,1,1
169,2,3,2,20,15,9,10,0,5,2,4,1,1,2,0,10,0,10,,4,,2,,0,,1,,2,,4,,False,0,-1,19,-1,1,0,0,1,1,rally,9plus_late,Control,10|2,10|0,1|10,10->10,2->2,0,1,0,0,0,2,9,3,1,5,4,4plus
170,2,3,3,1,9,0,0,0,5,2,4,1,0,0,0,0,0,3,,7,,3,,0,,1,,3,,4,,False,0,0,0,0,1,0,0,0,1,rally,9plus_late,Zero,0|0,0|0,1|0,3->0,3->0,1,1,1,0,0,1,4,2,1,5,1,1
171,2,3,3,2,13,0,1,0,5,2,4,2,2,1,0,1,0,10,,6,,2,,0,,2,,1,,4,,False,0,-1,1,-1,1,0,0,0,1,rally,9plus_late,Attack,1|1,1|0,2|1,10->1,2->1,1,1,1,0,0,6,3,3,1,8,1,1
172,2,3,3,3,7,2,0,0,2,5,4,1,0,0,0,0,0,3,,7,,2,,0,,1,,3,,4,,False,0,2,2,1,0,0,0,0,1,rally,5_8_mid,Zero,0|0,0|0,1|0,3->0,2->0,1,1,1,0,0,2,1,2,1,7,1,1
173,2,3,3,4,4,1,2,1,5,2,4,2,2,0,0,1,0,10,,5,,2,,0,,2,,1,,4,,False,1,-1,3,-1,1,0,0,0,0,rally,3_4_early,Attack,1|0,1|0,2|1,10->1,2->0,1,1,1,0,0,1,2,0,1,3,1,1
174,2,3,3,5,5,1,3,0,5,2,4,2,1,3,0,14,0,5,,9,,3,,0,,1,,2,,4,,False,0,-2,4,-1,0,0,0,0,1,rally,5_8_mid,Defense,14|3,14|0,2|14,5->14,3->3,1,1,0,0,1,2,1,1,1,5,1,1
175,2,3,3,7,2,1,5,1,5,2,2,2,2,3,0,6,1,15,,5,,3,,1,,2,,1,,1,,False,1,-4,6,-1,0,0,0,0,0,receive,2_receive,Attack,6|3,6|0,2|6,15->6,3->3,1,1,0,0,0,1,0,0,1,2,1,1
176,2,3,3,8,3,6,1,0,2,5,4,1,3,3,0,3,0,10,,4,,2,,1,,1,,2,,2,,False,0,5,7,1,0,0,0,0,1,rally,3_4_early,Attack,3|3,3|0,1|3,10->3,2->3,1,1,1,1,0,1,1,0,1,3,1,1
177,2,3,3,9,15,2,6,0,5,2,4,1,0,0,0,5,0,3,,7,,3,,0,,1,,3,,4,,False,0,-4,8,-1,0,0,0,0,1,rally,9plus_late,Attack,5|0,5|0,1|5,3->5,3->0,1,1,1,0,0,2,11,1,1,5,1,1
178,2,3,3,10,7,2,7,0,5,2,4,1,0,0,0,13,0,3,,7,,3,,0,,1,,2,,4,,False,0,-5,9,-1,0,0,0,0,1,rally,5_8_mid,Defense,13|0,13|0,1|13,3->13,3->0,1,1,1,0,0,2,1,3,1,6,1,1
179,2,3,3,11,2,2,8,1,5,2,2,1,3,2,0,3,1,15,,9,,2,,1,,2,,2,,1,,False,1,-6,10,-1,0,0,0,0,0,receive,2_receive,Attack,3|2,3|0,1|3,15->3,2->2,1,1,0,0,1,1,0,0,1,2,1,1
180,2,3,3,12,8,2,9,1,5,2,4,1,3,2,0,3,0,12,,8,,2,,0,,2,,1,,4,,False,1,-7,11,-1,0,0,0,0,0,rally,5_8_mid,Attack,3|2,3|0,1|3,12->3,2->2,1,1,0,0,1,4,2,1,1,6,1,1
181,2,3,3,13,18,10,2,1,2,5,4,1,1,3,0,14,0,11,,1,,2,,0,,1,,1,,4,,False,1,8,12,1,0,0,1,0,0,rally,9plus_late,Defense,14|3,14|0,1|14,11->14,2->3,1,1,1,0,0,5,6,6,1,9,1,1
182,2,3,3,14,5,3,10,0,5,2,4,1,2,2,0,3,0,12,,8,,2,,0,,2,,2,,4,,False,0,-7,13,-1,0,0,0,1,1,rally,5_8_mid,Attack,3|2,3|0,1|3,12->3,2->2,1,1,0,0,1,2,0,2,1,4,1,1
183,1,4,1,2,4,0,1,1,7,6,4,2,2,3,0,13,0,1,,9,,1,,0,,1,,2,,4,,False,1,-1,1,-1,1,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,2|13,1->13,1->3,1,1,1,0,1,1,1,1,1,4,1,1
184,1,4,1,3,6,2,0,1,6,7,4,2,0,0,0,1,0,1,,9,,1,,0,,2,,3,,4,,False,1,2,2,1,0,0,0,0,0,rally,5_8_mid,Attack,1|0,1|0,2|1,1->1,1->0,0,1,1,0,0,3,1,1,1,4,2,2
185,1,4,1,4,3,1,2,0,7,6,4,2,0,0,0,13,0,1,,9,,1,,1,,1,,2,,2,,False,0,-1,3,-1,1,0,0,0,1,rally,3_4_early,Defense,13|0,13|0,2|13,1->13,1->0,1,1,1,1,1,1,0,1,1,3,1,1
187,1,4,1,6,6,2,3,1,7,6,4,2,2,1,0,2,0,1,,9,,1,,0,,2,,2,,4,,False,1,-1,5,-1,1,0,0,0,0,rally,5_8_mid,Attack,2|1,2|0,2|2,1->2,1->1,1,1,0,0,0,3,1,1,1,5,1,1
188,1,4,1,7,4,4,2,1,6,7,4,1,2,3,0,13,0,1,,7,,1,,0,,1,,2,,4,,False,1,2,6,1,0,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,1|13,1->13,1->3,1,1,1,0,0,1,1,1,1,4,1,1
189,1,4,1,8,2,4,3,1,6,7,2,1,2,1,0,1,1,15,,6,,5,,1,,1,,2,,1,,False,1,1,7,1,1,0,0,0,0,receive,2_receive,Attack,1|1,1|0,1|1,15->1,5->1,1,1,1,0,0,1,0,0,1,2,1,1
190,1,4,1,9,4,4,4,1,7,6,4,2,2,3,0,13,0,1,,9,,1,,0,,1,,3,,4,,False,1,0,8,0,1,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,2|13,1->13,1->3,1,1,1,0,1,1,1,1,1,4,1,1
191,1,4,1,10,3,5,4,0,6,7,4,1,3,1,0,1,0,10,,9,,2,,1,,2,,2,,2,,False,0,1,9,1,1,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,10->1,2->1,1,1,1,1,1,1,1,0,1,3,1,1
192,1,4,1,11,3,5,5,0,7,6,4,2,2,1,0,13,0,1,,9,,1,,1,,1,,2,,2,,False,0,0,10,0,1,0,0,0,1,rally,3_4_early,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,1,1,1,0,1,1,3,1,1
193,1,4,1,12,4,6,5,1,6,7,4,2,0,0,0,13,0,1,,9,,1,,0,,1,,3,,4,,False,1,1,11,1,1,0,0,0,0,rally,3_4_early,Defense,13|0,13|0,2|13,1->13,1->0,1,1,1,0,1,1,1,1,1,4,1,1
194,1,4,1,13,7,6,6,0,6,7,4,2,2,1,0,1,0,13,,9,,3,,0,,2,,2,,4,,False,0,0,12,0,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,2|1,13->1,3->1,1,1,1,0,0,2,2,2,1,5,1,1
195,1,4,1,14,4,7,6,1,7,6,4,1,2,1,0,1,0,13,,8,,1,,0,,2,,2,,4,,False,1,1,13,1,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,13->1,1->1,1,1,0,0,1,2,0,1,1,4,1,1
196,1,4,1,15,3,7,7,0,7,6,4,1,2,1,0,1,0,11,,4,,3,,1,,1,,2,,2,,False,0,0,14,0,1,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,11->1,3->1,1,1,1,1,0,1,1,0,1,3,1,1
197,1,4,1,16,2,8,7,1,6,7,2,2,2,1,0,4,1,15,,6,,5,,1,,1,,2,,1,,False,1,1,15,1,1,0,0,0,0,receive,2_receive,Attack,4|1,4|0,2|4,15->4,5->1,1,1,1,0,1,1,0,0,1,2,1,1
198,1,4,1,17,2,8,8,1,7,6,2,2,2,1,0,1,1,15,,8,,5,,1,,1,,3,,1,,False,1,0,16,0,1,0,0,0,0,receive,2_receive,Attack,1|1,1|0,2|1,15->1,5->1,1,1,1,0,1,1,0,0,1,2,1,1
199,1,4,1,18,6,8,9,1,7,6,4,1,2,3,0,13,0,1,,7,,1,,0,,2,,3,,4,,False,1,-1,17,-1,1,0,0,0,0,rally,5_8_mid,Defense,13|3,13|0,1|13,1->13,1->3,1,1,1,0,1,2,1,2,1,4,1,1
